SCENE_ID,REASON
LT05_021030_19840501,Cloud/Missing
LT05_021037_19840501,Cloud/Missing
LT05_021038_19840501,Cloud/Missing
LT05_021039_19840501,Cloud/Missing
LT05_021040_19840501,Cloud/Missing
LT05_037029_19840501,Cloud/Snow/Missing
LT05_037030_19840501,Cloud/Snow/Missing
LT05_037031_19840501,Cloud/Snow/Missing
LT05_037033_19840501,Cloud/Missing
LT05_012026_19840502,Cloud/Missing
LT05_012027_19840502,Cloud/Missing
LT05_012028_19840502,Cloud/Missing
LT05_012029_19840502,Cloud/Missing
LT05_012030_19840502,Cloud/Missing
LT05_044026_19840502,Cloud/Snow/Missing
LT05_044029_19840502,Cloud
LT05_044031_19840502,Cloud/Snow
LT05_019029_19840503,Cloud/Missing
LT05_019030_19840503,Cloud/Cirrus/Missing
LT05_019035_19840503,Cloud/Missing
LT05_019036_19840503,Cloud/Missing
LT05_019039_19840503,Cloud/Missing
LT05_035025_19840503,Cloud/Snow/Missing
LT05_035029_19840503,Cloud/Snow/Missing
LT05_035030_19840503,Cloud/Snow/Missing
LT05_035031_19840503,Cloud/Snow/Missing
LT05_035033_19840503,Cloud/Missing
LT05_026028_19840504,Cloud/Missing
LT05_026029_19840504,Cloud/Missing
LT05_026030_19840504,Cloud/Snow/Missing
LT05_042025_19840504,Cloud/Snow/Missing
LT05_042026_19840504,Cloud/Missing
LT05_042027_19840504,Cloud/Snow/Missing
LT05_042030_19840504,Cloud/Snow/Missing
LT05_033029_19840505,Cloud/Missing
LT05_033031_19840505,Cloud/Snow/Missing
LT05_033032_19840505,Cloud/Snow/Missing
LT05_033034_19840505,Cloud/Missing
LT05_049025_19840505,Cloud/Missing
LT05_024032_19840506,Cloud/Missing
LT05_024036_19840506,Cloud/Missing
LT05_024037_19840506,Cloud/Cirrus/Missing
LT05_024038_19840506,Cloud/Cirrus
LT05_024040_19840506,Cloud
LT05_040025_19840506,Cloud/Cirrus/Missing
LT05_040028_19840506,Cloud/Snow/Missing
LT05_040031_19840506,Cloud/Snow/Missing
LT05_015031_19840507,Cloud/Cirrus/Missing
LT05_015034_19840507,Cloud/Missing
LT05_015035_19840507,Cloud/Missing
LT05_015036_19840507,Cloud/Missing
LT05_031026_19840507,Cloud/Missing
LT05_031027_19840507,Cloud/Missing
LT05_031028_19840507,Cloud
LT05_031035_19840507,Cloud/Missing
LT05_022030_19840508,Cloud/Missing
LT05_022031_19840508,Cloud/Missing/Weird
LT05_022036_19840508,Cloud/Missing
LT05_022039_19840508,Cloud/Missing
LT05_022040_19840508,Cloud/Snow/Missing
LT05_036029_19840510,Cloud/Missing
LT05_036031_19840510,Cloud/Missing
LT05_043031_19840511,Cloud/Snow/Missing
LT05_043032_19840511,Cloud/Missing
LT05_018028_19840512,Cloud/Missing
LT05_018035_19840512,Cloud/Missing
LT05_025028_19840513,Cloud
LT05_016026_19840514,Cloud/Missing
LT05_016027_19840514,Cloud
LT05_016031_19840514,Cloud
LT05_032028_19840514,Cloud/Missing
LT05_048025_19840514,Cloud/Missing
LT05_048026_19840514,Cloud/Missing
LT05_039029_19840515,Cloud/Snow/Missing
LT05_039031_19840515,Cloud/Missing
LT05_014026_19840516,Cloud/Missing
LT05_014027_19840516,Cloud
LT05_014028_19840516,Cloud/Missing
LT05_014029_19840516,Cloud/Missing
LT05_030026_19840516,Cloud/Missing
LT05_030035_19840516,Cloud/Missing
LT05_030037_19840516,Cloud/Cirrus/Missing
LT05_030040_19840516,Cloud/Missing
LT05_046025_19840516,Cloud/Missing
LT05_046026_19840516,Cloud/Snow/Missing
LT05_046028_19840516,Cloud/Missing
LT05_021025_19840517,Cloud/Missing
LT05_028029_19840518,Cloud/Missing
LT05_028037_19840518,Cloud/Missing
LT05_044025_19840518,Cloud/Missing
LT05_019025_19840519,Cloud/Missing
LT05_019027_19840519,Cloud/Missing
LT05_019030_19840519,Cloud/Cirrus/Missing
LT05_019031_19840519,Cloud/Missing
LT05_026025_19840520,Cloud/Missing
LT05_026027_19840520,Cloud/Missing
LT05_026035_19840520,Cloud/Snow/Missing
LT05_026036_19840520,Cloud/Missing
LT05_026037_19840520,Cloud/Missing
LT05_026038_19840520,Cloud/Missing
LT05_042027_19840520,Cloud
LT05_042031_19840520,Cloud/Missing
LT05_017032_19840521,Cloud/Missing
LT05_033030_19840521,Cloud/Snow/Missing
LT05_033031_19840521,Cloud/Missing
LT05_049025_19840521,Cloud/Snow
LT05_024025_19840522,Cloud/Missing
LT05_024026_19840522,Cloud/Missing
LT05_024027_19840522,Cloud/Snow/Missing
LT05_024028_19840522,Cloud/Snow
LT05_024035_19840522,Cloud/Missing
LT05_024036_19840522,Cloud/Missing
LT05_024037_19840522,Cloud/Missing
LT05_024038_19840522,Cloud/Missing
LT05_015031_19840523,Cloud/Missing
LT05_015032_19840523,Cloud/Missing
LT05_015033_19840523,Cloud/Missing
LT05_015035_19840523,Cloud/Missing
LT05_015036_19840523,Cloud/Missing
LT05_015037_19840523,Cloud
LT05_015041_19840523,Cloud/Missing
LT05_015042_19840523,Cloud/Missing
LT05_031035_19840523,Cloud/Missing
LT05_031038_19840523,Cloud
LT05_047026_19840523,Cloud/Snow/Missing
LT05_047028_19840523,Cloud/Missing
LT05_047031_19840523,Cloud
LT05_029025_19840525,Cloud/Missing
LT05_029028_19840525,Cloud/Missing
LT05_029033_19840525,Cloud/Missing
LT05_045025_19840525,Cloud/Missing
LT05_045027_19840525,Cloud/Snow
LT05_020027_19840526,Cloud/Missing
LT05_020028_19840526,Cloud/Missing
LT05_020030_19840526,Cloud/Missing
LT05_020032_19840526,Cloud
LT05_020036_19840526,Cloud/Missing
LT05_020037_19840526,Cloud/Missing
LT05_036028_19840526,Cloud/Missing
LT05_036029_19840526,Cloud/Missing
LT05_011025_19840527,Cloud
LT05_011030_19840527,Cloud/Missing
LT05_011031_19840527,Cloud/Missing
LT05_027028_19840527,Cloud/Cirrus/Missing
LT05_027035_19840527,Cloud/Missing
LT05_043025_19840527,Cloud/Snow
LT05_034025_19840528,Cloud/Missing
LT05_034026_19840528,Cloud/Snow/Missing
LT05_041037_19840529,Cloud/Missing
LT05_048027_19840530,Cloud/Missing
LT05_014027_19840601,Cloud/Missing
LT05_030026_19840601,Cloud/Missing
LT05_030027_19840601,Cloud/Missing
LT05_030031_19840601,Cloud
LT05_021025_19840602,Cloud/Missing
LT05_021027_19840602,Cloud/Missing
LT05_021028_19840602,Cloud/Missing
LT05_012031_19840603,Cloud/Missing
LT05_012032_19840603,Cloud
LT05_028033_19840603,Cloud/Missing
LT05_028035_19840603,Cloud/Missing
LT05_044026_19840603,Cloud/Cirrus/Missing
LT05_019025_19840604,Cloud
LT05_035028_19840604,Cloud/Missing
LT05_035029_19840604,Cloud/Missing
LT05_010028_19840605,Cloud/Missing
LT05_026027_19840605,Cloud/Missing
LT05_042025_19840605,Cloud/Missing
LT05_042028_19840605,Cloud
LT05_042036_19840605,Cloud
LT05_017027_19840606,Cloud/Missing
LT05_017032_19840606,Cloud/Missing
LT05_033028_19840606,Cloud/Missing/Cloudscore
LT05_033034_19840606,Cloud/Missing
LT05_033035_19840606,Cloud/Missing
LT05_049025_19840606,Cloud/Missing
LT05_024026_19840607,Cloud/Missing
LT05_024027_19840607,Cloud/Missing
LT05_024031_19840607,Cloud/Missing
LT05_024032_19840607,Cloud
LT05_024034_19840607,Cloud/Missing
LT05_024035_19840607,Cloud/Missing
LT05_024036_19840607,Cloud/Missing
LT05_024037_19840607,Cloud/Missing
LT05_024038_19840607,Cloud/Missing
LT05_024039_19840607,Cloud/Missing
LT05_040025_19840607,Cloud
LT05_040029_19840607,Cloud/Missing
LT05_040031_19840607,Cloud/Missing
LT05_040032_19840607,Cloud
LT05_015026_19840608,Cloud/Missing
LT05_015028_19840608,Cloud/Cirrus/Missing
LT05_015029_19840608,Cloud/Cirrus/Missing
LT05_015030_19840608,Cloud/Cirrus/Missing
LT05_031028_19840608,Cloud
LT05_047027_19840608,Cloud/Missing
LT05_022027_19840609,Cloud/Missing
LT05_022028_19840609,Cloud/Missing
LT05_038026_19840609,Cloud
LT05_038027_19840609,Cloud/Cirrus/Missing
LT05_038028_19840609,Cloud/Missing
LT05_038031_19840609,Cloud
LT05_029027_19840610,Cloud/Missing
LT05_029030_19840610,Cloud/Missing
LT05_036025_19840611,Cloud/Missing
LT05_027029_19840612,Cloud/Missing
LT05_027030_19840612,Cloud/Cirrus/Missing
LT05_027032_19840612,Cloud/Missing
LT05_043029_19840612,Cloud/Missing
LT05_043030_19840612,Cloud
LT05_018027_19840613,Cloud/Missing
LT05_018028_19840613,Cloud/Missing
LT05_025031_19840614,Cloud/Missing
LT05_041037_19840614,Cloud/Missing
LT05_016031_19840615,Cloud/Cirrus/Missing
LT05_016042_19840615,Cloud/Missing
LT05_032026_19840615,Cloud/Missing
LT05_032027_19840615,Cloud/Missing
LT05_048025_19840615,Cloud/Missing
LT05_048026_19840615,Cloud
LT05_048027_19840615,Cloud/Snow/Missing
LT05_023027_19840616,Cloud/Missing
LT05_023029_19840616,Cloud/Cirrus/Missing
LT05_023037_19840616,Cloud/Missing
LT05_023038_19840616,Cloud/Missing
LT05_030025_19840617,Cloud/Missing
LT05_030026_19840617,Cloud/Cirrus/Missing
LT05_030027_19840617,Cloud/Cirrus/Missing
LT05_030037_19840617,Cloud/Missing
LT05_021026_19840618,Cloud/Missing
LT05_021031_19840618,Cloud/Missing
LT05_021040_19840618,Cloud
LT05_037026_19840618,Cloud/Missing
LT05_037029_19840618,Cloud/Missing
LT05_012025_19840619,Cloud/Snow/Missing
LT05_012026_19840619,Cloud/Missing
LT05_012027_19840619,Cloud/Missing
LT05_012028_19840619,Cloud/Missing
LT05_012031_19840619,Cloud/Missing
LT05_012032_19840619,Cloud/Missing
LT05_028028_19840619,Cloud/Missing
LT05_028033_19840619,Cloud/Missing
LT05_028034_19840619,Cloud/Missing
LT05_019032_19840620,Cloud/Missing
LT05_019033_19840620,Cloud/Missing
LT05_019034_19840620,Cloud/Missing
LT05_035025_19840620,Cloud/Missing
LT05_035027_19840620,Cloud/Missing
LT05_026031_19840621,Cloud/Missing
LT05_026032_19840621,Cloud/Missing
LT05_026034_19840621,Cloud/Missing
LT05_026035_19840621,Cloud/Missing
LT05_042028_19840621,Cloud/Missing
LT05_042029_19840621,Cloud/Missing
LT05_017034_19840622,Cloud/Missing
LT05_017035_19840622,Cloud/Missing
LT05_017039_19840622,Cloud/Missing
LT05_017040_19840622,Cloud/Missing
LT05_033025_19840622,Cloud/Missing
LT05_033038_19840622,Cloud/Missing
LT05_033039_19840622,Cloud/Missing
LT05_049025_19840622,Cloud/Missing
LT05_024033_19840623,Cloud
LT05_024035_19840623,Cloud/Missing
LT05_015026_19840624,Cloud/Cirrus/Missing
LT05_015030_19840624,Cloud/Snow
LT05_015034_19840624,Cloud/Missing
LT05_015035_19840624,Cloud/Missing
LT05_015036_19840624,Cloud/Missing
LT05_015040_19840624,Cloud
LT05_015041_19840624,Cloud/Missing
LT05_031036_19840624,Cloud/Missing
LT05_031037_19840624,Cloud/Missing
LT05_047025_19840624,Cloud/Snow
LT05_038035_19840625,Cloud/Missing
LT05_038036_19840625,Cloud/Missing
LT05_038037_19840625,Cloud/Missing
LT05_013026_19840626,Cloud/Missing
LT05_013027_19840626,Cloud/Missing
LT05_013029_19840626,Cloud/Missing
LT05_045025_19840626,Cloud/Missing
LT05_045026_19840626,Cloud/Missing
LT05_045027_19840626,Cloud/Missing
LT05_045029_19840626,Cloud/Missing
LT05_020032_19840627,Cloud/Missing/Cloudscore
LT05_020033_19840627,Cloud/Cirrus/Missing
LT05_020039_19840627,Cloud/Missing
LT05_011028_19840628,Cloud/Missing
LT05_011029_19840628,Cloud/Missing
LT05_011030_19840628,Cloud/Missing
LT05_011031_19840628,Cloud/Missing
LT05_027031_19840628,Cloud/Missing
LT05_027038_19840628,Cloud/Missing
LT05_027039_19840628,Cloud/Missing
LT05_018031_19840629,Cloud/Missing
LT05_018033_19840629,Cloud/Cirrus/Missing
LT05_018037_19840629,Cloud/Missing
LT05_018038_19840629,Cloud/Missing
LT05_018039_19840629,Cloud/Missing
LT05_025038_19840630,Cloud/Missing
LT05_016030_19840701,Cloud/Missing
LT05_016038_19840701,Cloud/Missing
LT05_014030_19840703,Cloud/Missing
LT05_014031_19840703,Cloud/Missing
LT05_014036_19840703,Cloud/Missing
LT05_021031_19840704,Cloud/Missing
LT05_021035_19840704,Cloud/Missing
LT05_037026_19840704,Cloud/Missing
LT05_012027_19840705,Cloud/Missing
LT05_012032_19840705,Cloud/Missing
LT05_028026_19840705,Cloud/Missing
LT05_019031_19840706,Cloud/Missing
LT05_019032_19840706,Cloud/Missing
LT05_019033_19840706,Cloud/Missing
LT05_019035_19840706,Cloud/Missing
LT05_026033_19840707,Cloud/Missing
LT05_024025_19840709,Cloud/Missing
LT05_024026_19840709,Cloud/Missing
LT05_024028_19840709,Cloud/Missing
LT05_024030_19840709,Cloud/Missing
LT05_024039_19840709,Cloud/Missing
LT05_015026_19840710,Cloud/Missing
LT05_015027_19840710,Cloud/Missing
LT05_015031_19840710,Cloud/Missing
LT05_015035_19840710,Cloud/Cirrus/Missing
LT05_015037_19840710,Cloud/Missing
LT05_031030_19840710,Cloud/Missing
LT05_047027_19840710,Cloud/Missing
LT05_022031_19840711,Cloud/Missing
LT05_022033_19840711,Cloud/Missing
LT05_020026_19840713,Cloud/Missing
LT05_020027_19840713,Cloud/Missing
LT05_020036_19840713,Cloud/Missing
LT05_036033_19840713,Cloud/Missing
LT05_036034_19840713,Cloud
LT05_036035_19840713,Cloud
LT05_011026_19840714,Cloud/Missing
LT05_027026_19840714,Cloud/Missing
LT05_027027_19840714,Cloud/Missing
LT05_027028_19840714,Cloud/Snow/Missing
LT05_018030_19840715,Cloud/Missing
LT05_018031_19840715,Cloud/Missing
LT05_018032_19840715,Cloud/Missing
LT05_018034_19840715,Cloud/Cirrus/Missing
LT05_018035_19840715,Cloud/Missing
LT05_025034_19840716,Cloud/Missing
LT05_016028_19840717,Cloud/Missing
LT05_032037_19840717,Cloud/Missing
LT05_039028_19840718,Cloud/Missing
LT05_030028_19840719,Cloud/Missing
LT05_037030_19840720,Cloud
LT05_028025_19840721,Cloud/Missing
LT05_044025_19840721,Cloud/Missing
LT05_019025_19840722,Cloud/Missing
LT05_019026_19840722,Cloud/Cirrus/Missing
LT05_035027_19840722,Cloud/Missing
LT05_042029_19840723,Cloud/Missing
LT05_033028_19840724,Cloud
LT05_033030_19840724,Cloud/Missing
LT05_024025_19840725,Cloud/Missing
LT05_015025_19840726,Cloud/Missing
LT05_015027_19840726,Cloud
LT05_015028_19840726,Cloud/Missing
LT05_015029_19840726,Cloud/Missing
LT05_013027_19840728,Cloud/Missing
LT05_013028_19840728,Cloud/Missing
LT05_013029_19840728,Cloud
LT05_013030_19840728,Cloud/Missing
LT05_013031_19840728,Cloud/Missing
LT05_045034_19840728,Cloud
LT05_020026_19840729,Cloud/Missing
LT05_020036_19840729,Cloud/Missing
LT05_027026_19840730,Cloud/Missing
LT05_018027_19840731,Cloud/Missing
LT05_034025_19840731,Cloud/Missing
LT05_025027_19840801,Cloud/Missing
LT05_041027_19840801,Cloud/Missing
LT05_023028_19840803,Cloud/Missing
LT05_030028_19840804,Cloud/Missing
LT05_021028_19840805,Cloud/Missing
LT05_037032_19840805,Cloud/Missing
LT05_044025_19840806,Cloud
LT05_019028_19840807,Cloud
LT05_019030_19840807,Cloud/Missing
LT05_024025_19840810,Cloud/Missing
LT05_015028_19840811,Cloud/Missing
LT05_015029_19840811,Cloud/Missing
LT05_047027_19840811,Cloud/Missing
LT05_013026_19840813,Cloud/Missing
LT05_013027_19840813,Cloud/Missing
LT05_045025_19840813,Cloud
LT05_036031_19840814,Cloud/Missing
LT05_018028_19840816,Cloud/Missing
LT05_025026_19840817,Cloud/Missing
LT05_016033_19840818,Cloud/Missing
LT05_016035_19840818,Cloud/Missing
LT05_016036_19840818,Cloud/Missing
LT05_032033_19840818,Cloud/Missing
LT05_048027_19840818,Cloud
LT05_023026_19840819,Cloud/Missing
LT05_023027_19840819,Cloud
LT05_014025_19840820,Cloud
LT05_014035_19840820,Cloud/Missing
LT05_014036_19840820,Cloud/Cirrus/Missing
LT05_030031_19840820,Cloud/Missing
LT05_021026_19840821,Cloud
LT05_021027_19840821,Cloud/Missing
LT05_024025_19840826,Cloud/Missing
LT05_024026_19840826,Cloud/Cirrus/Missing
LT05_015025_19840827,Cloud/Missing
LT05_022027_19840828,Cloud/Missing
LT05_022028_19840828,Cloud/Missing
LT05_022034_19840828,Cloud/Missing
LT05_022035_19840828,Cloud/Missing
LT05_013026_19840829,Cloud/Missing
LT05_013027_19840829,Cloud/Missing
LT05_013028_19840829,Cloud/Missing
LT05_013029_19840829,Cloud/Missing
LT05_011031_19840831,Cloud/Missing
LT05_027025_19840831,Cloud
LT05_027026_19840831,Cloud
LT05_043025_19840831,Cloud
LT05_043026_19840831,Cloud
LT05_043027_19840831,Cloud/Missing
LT05_018031_19840901,Cloud/Missing
LT05_018032_19840901,Cloud/Missing
LT05_034032_19840901,Cloud/Missing
LT05_025026_19840902,Cloud/Snow/Missing
LT05_016029_19840903,Cloud/Missing
LT05_032025_19840903,Cloud/Missing
LT05_023029_19840904,Cloud/Missing
LT05_014025_19840905,Cloud
LT05_014028_19840905,Cloud
LT05_014036_19840905,Cloud/Missing
LT05_028029_19840907,Cloud/Missing
LT05_044025_19840907,Cloud/Snow
LT05_026035_19840909,Cloud/Missing
LT05_026036_19840909,Cloud/Missing
LT05_017025_19840910,Cloud/Missing
LT05_033029_19840910,Cloud/Missing
LT05_024034_19840911,Cloud/Missing
LT05_024035_19840911,Cloud/Missing
LT05_047026_19840912,Cloud
LT05_022027_19840913,Cloud
LT05_025040_19840918,Cloud
LT05_023027_19840920,Cloud
LT05_030026_19840921,Cloud/Missing
LT05_021025_19840922,Cloud/Missing
LT05_037028_19840922,Cloud
LT05_028030_19840923,Cloud/Missing
LT05_044028_19840923,Cloud/Missing
LT05_019031_19840924,Cloud/Missing
LT05_019032_19840924,Cloud/Missing
LT05_019034_19840924,Cloud/Missing
LT05_017030_19840926,Cloud
LT05_017032_19840926,Cloud
LT05_017034_19840926,Cloud/Missing
LT05_033034_19840926,Cloud/Snow/Missing
LT05_033038_19840926,Cloud/Missing
LT05_024025_19840927,Cloud/Snow
LT05_024027_19840927,Cloud/Snow
LT05_022027_19840929,Cloud
LT05_018028_19841003,Cloud/Snow/Missing
LT05_018029_19841003,Cloud/Missing
LT05_025027_19841004,Cloud
LT05_041037_19841004,Cloud/Missing
LT05_016025_19841005,Cloud/Snow
LT05_048027_19841005,Cloud/Shadow
LT05_023027_19841006,Cloud
LT05_023029_19841006,Cloud/Cirrus/Missing
LT05_023038_19841006,Cloud/Missing
LT05_021036_19841008,Cloud/Missing
LT05_021037_19841008,Cloud/Cirrus/Missing
LT05_021038_19841008,Cloud/Missing
LT05_021039_19841008,Cloud/Missing
LT05_012028_19841009,Cloud/Cirrus/Missing
LT05_028035_19841009,Cloud/Missing
LT05_028037_19841009,Cloud/Cirrus/Missing
LT05_019031_19841010,Cloud/Missing
LT05_026037_19841011,Cloud/Missing
LT05_026040_19841011,Cloud/Missing
LT05_049025_19841012,Cloud/Snow
LT05_024034_19841013,Cloud/Snow/Missing
LT05_024038_19841013,Cloud
LT05_024039_19841013,Cloud
LT05_024040_19841013,Cloud
LT05_040032_19841013,Cloud/Snow
LT05_047031_19841014,Cloud
LT05_022029_19841015,Cloud/Missing
LT05_022035_19841015,Cloud
LT05_022037_19841015,Cloud
LT05_020027_19841017,Cloud/Snow/Missing
LT05_020035_19841017,Cloud/Missing
LT05_020036_19841017,Cloud/Missing
LT05_036030_19841017,Cloud/Snow/Missing
LT05_036033_19841017,Cloud/Snow
LT05_027035_19841018,Cloud/Missing
LT05_043031_19841018,Cloud/Snow
LT05_043032_19841018,Cloud/Snow
LT05_043033_19841018,Cloud/Snow
LT05_018035_19841019,Cloud/Missing
LT05_025037_19841020,Cloud/Snow/Missing
LT05_025038_19841020,Cloud/Missing
LT05_016035_19841021,Cloud
LT05_048025_19841021,Cloud/Snow/Missing
LT05_023035_19841022,Cloud/Snow
LT05_021037_19841024,Cloud/Snow/Missing
LT05_042025_19841027,Cloud/Snow
LT05_017027_19841028,Cloud
LT05_017036_19841028,Cloud
LT05_017038_19841028,Cloud
LT05_033025_19841028,Cloud/Snow
LT05_033026_19841028,Cloud/Snow
LT05_033027_19841028,Cloud/Snow
LT05_031025_19841030,Cloud/Snow
LT05_031026_19841030,Cloud/Snow
LT05_022032_19841031,Cloud/Missing
LT05_038025_19841031,Cloud/Snow
LT05_038026_19841031,Cloud/Snow
LT05_038027_19841031,Cloud/Snow
LT05_029025_19841101,Cloud/Snow
LT05_029026_19841101,Cloud/Snow
LT05_020027_19841102,Cloud
